2.397371322408986316e+00,3.671445760998355290e+00
1.889388559063052364e+00,3.207889241764970922e+00
2.518150830480553992e+00,4.174411890762800503e+00
3.218423885126420192e+00,5.086952646923144528e+00
1.812677300221331222e+00,3.170630236832193916e+00
1.812690434440655585e+00,3.340250908705344912e+00
3.263370252405913163e+00,5.960911148972028784e+00
2.613947783322327023e+00,4.473295018833042036e+00
1.624420491252038357e+00,3.013895854094886584e+00
2.434048034868771637e+00,4.128738277573307691e+00
1.629265845750030195e+00,2.368267404035332646e+00
1.627416197143794596e+00,2.933170133080926778e+00
2.193569817252827292e+00,3.808423788861548864e+00
5.000000000000000000e-01,1.988972633745585750e+00
6.200657339895737641e-01,1.372390311550023778e+00
1.550169976607221889e+00,2.915719167610916429e+00
1.189735103732460830e+00,2.274189124687118202e+00
2.251397866076219056e+00,3.526493387828468773e+00
1.273580739583030974e+00,2.753217953729052425e+00
8.701570389317665466e-01,2.030815468203682084e+00
3.172519015137243326e+00,5.496088106818779018e+00
1.819378959610771451e+00,2.956252202977735166e+00
2.054022563750339092e+00,4.001872138906338527e+00
8.602014510292345095e-01,1.369746857706167553e+00
1.564493820379853739e+00,3.022797858709861618e+00
2.088738071767892723e+00,4.290243795394832915e+00
1.079205138062157676e+00,1.821646809554030355e+00
2.300558414676537655e+00,3.780948303133975230e+00
1.519489048064955883e+00,2.809128981623726151e+00
1.766645000165378621e+00,2.998924804013208156e+00
1.518634710216482331e+00,2.312753036004883356e+00
3.481822547607150486e+00,5.743302713852534325e+00
1.989202220209652872e+00,3.165112216196647843e+00
1.153831256835279984e+00,2.372824614443474367e+00
2.658035929682551313e+00,4.211226624253685991e+00
1.023325080023182121e+00,2.499967941540035099e+00
2.167090876003804123e+00,3.515660326304834715e+00
5.000000000000000000e-01,1.153381545138297382e+00
9.374511608812555741e-01,2.150231906532784176e+00
2.157488988695298815e+00,3.366974188112761723e+00
2.590773263996328346e+00,4.454397876375731258e+00
2.137094624951976218e+00,4.097784763712692957e+00
1.907481374089407655e+00,2.878977090765743263e+00
1.759117043528569013e+00,3.194065722852544642e+00
8.171824077060579894e-01,1.803738449833613977e+00
1.424124633284232999e+00,2.870733811459542650e+00
1.631488983232169954e+00,2.576148261584830124e+00
2.845697780975132485e+00,4.372409687537415657e+00
2.274894631654769128e+00,4.068924417167222529e+00
5.895678757098127276e-01,1.473447215534674948e+00
2.259267175515836001e+00,3.964048618377517208e+00
1.691934175666946816e+00,3.141835726349512914e+00
1.458462399755233063e+00,2.483686183159302452e+00
2.489341031072694221e+00,4.303687655757342689e+00
2.824799617996760936e+00,4.825121168984746411e+00
2.745024095292958766e+00,4.403230717531528171e+00
1.328625981421889035e+00,3.052671325476260300e+00
1.752630099319028245e+00,3.271095025252078514e+00
2.265010745122851166e+00,3.540125068523482632e+00
2.780436101697887352e+00,4.867620235136979723e+00
1.616660609723768127e+00,2.632586413517455703e+00
1.851472818668946196e+00,3.513334609126154806e+00
1.114932020795177392e+00,2.519976704894987041e+00
1.043034700735463227e+00,1.818347355597681902e+00
2.650020657915358235e+00,4.764043825646333552e+00
3.084992022856658522e+00,5.251322312365937606e+00
1.942391902735732812e+00,3.660205902101945963e+00
2.802826318313619502e+00,5.273277372266613305e+00
2.289308820038107317e+00,3.860346795256300201e+00
1.483904196315900537e+00,2.499735445166604286e+00
2.289116484406731100e+00,3.666820397722439395e+00
3.230429253172775628e+00,5.100900794269532135e+00
1.971339168712038736e+00,3.433878240243827040e+00
3.251714924651204708e+00,5.479917979421800034e+00
5.000000000000000000e-01,1.333007239799005816e+00
2.657522003500178975e+00,4.734437979961074738e+00
2.069637654590537057e+00,3.608357049449177900e+00
1.760794119627305809e+00,3.577251402588153439e+00
2.073408621228401749e+00,3.530715881871215878e+00
5.000000000000000000e-01,2.066050749976885648e+00
1.824262489729990389e+00,3.424093938924487102e+00
2.285690057209396997e+00,3.671387818889210841e+00
3.182315235793212960e+00,4.952205104271485858e+00
1.585383825381082135e+00,3.022817462644578956e+00
1.353205117685449821e+00,2.462768840930419589e+00
1.598594365132370632e+00,3.112091695926183288e+00
2.732321694161659487e+00,4.740453828614553444e+00
2.263000887727747656e+00,3.872652657794559694e+00
1.576191836986368999e+00,2.610249640059032039e+00
2.410613946490685056e+00,3.661466752330268193e+00
2.077662039478432199e+00,3.482538573597541820e+00
2.774915992426311373e+00,4.919293626936508623e+00
1.438357524898117967e+00,2.721764410586238192e+00
1.737870282721785342e+00,2.733083790469081453e+00
1.686313477494273849e+00,3.081424493996765435e+00
8.291880414943050281e-01,1.859377276160108616e+00
2.236896221651660799e+00,3.590187101617151377e+00
2.208844217743911376e+00,3.859383858399525469e+00
2.004090765313968792e+00,3.523598763504753428e+00
1.812330293299882156e+00,2.875604350600636128e+00
